Disciplina;NivelDisciplina;AnoInicioPreRequisito;AnoFimPreRequisito;PreRequisito
AP859;G;1992;1996;AP406/ AP619/ AA200
AP859;G;1997;;AP749/ AA200
AP860;G;2004;;AP760
AP861;G;1992;1995;AP620
AP861;G;1996;1998;AP761
AP861;G;1999;1999;AP761/ AP720
AP861;G;2000;;AP724/ AP764
AP862;G;2006;2011;AA200
AP862;G;2012;;AP762/ AA200
AP863;G;2014;;AP763
AP865;G;2006;2007;AA200
AP865;G;2008;;AA200  AA475
AP866;G;2006;2007;AA200
AP866;G;2008;;AA200  AA475
AP867;G;2006;2007;AA200
AP867;G;2008;;AA200  AA475
AP868;G;2006;2007;AA200
AP868;G;2008;;AA200  AA475
AP869;G;2006;2007;AA200
AP869;G;2008;;AA200  AA475
AP870;G;2006;2007;AA200
AP870;G;2008;;AA200  AA475
AP871;G;2006;2007;AA200
AP871;G;2008;;AA200  AA475
AP872;G;2006;2007;AA200
AP872;G;2008;;AA200  AA475
AP873;G;2006;2007;AA200
AP873;G;2008;;AA200  AA475
AP874;G;2006;2007;AA200
AP874;G;2008;;AA200  AA475
AP882;G;2009;;AP781
AP884;G;2009;;AP783
AP886;G;2009;;AP785
AP982;G;2006;;AA200/ AP981
AP983;G;2006;;AA200/ AP981
AR120;G;2009;;AA200
AR210;;2009;;
AR220;G;2009;;AA200
AR310;G;2010;;AR210/ AA200
AR320;G;2011;;AA200
AR410;G;2010;;AR310/ AA200
AR420;G;2011;;AA200
AU001;G;1999;2003;AP120
AU001;G;2004;2004;AA480  AP120  AU120
AU001;G;2005;;AA480  AU120/ AA200
AU002;G;1999;;AU001
AU013;G;2011;;*AP112/ AA200
AU014;G;2011;;*AU113/ AA200
AU015;G;2011;;AU501 *AU114/ AA200
AU017;G;2011;;AU501/ AA200
AU018;G;2011;;*AU115 *AU117/ AA200
AU019;G;2011;;*AU118/ AA200
AU020;G;2003;2003;AU001
AU020;G;2004;;AA490  AU001/ AA200
AU021;G;2011;;AU113 *AU115/ AA200
AU113;G;1999;1999;AP112
AU113;G;2000;;*AP112
AU114;G;2003;2010;*AU113
AU114;G;2011;;*AU113/ AA200
AU115;G;1999;1999;AP114  AU511
AU115;G;2000;2002;AU511 *AU113
AU115;G;2003;2010;AU501 *AU114
AU115;G;2011;;AU501 *AU114/ AA200
AU116;G;1999;1999;AU115  AU511
AU116;G;2000;2002;AU511 *AU113
AU116;G;2003;;*AU115 *AU501/ AU113 *AU115
AU117;G;1999;1999;AU116  AU511
AU117;G;2000;2002;AU511 *AU115
AU117;G;2003;2009;AU501 *AU116
AU117;G;2010;;AU501
AU118;G;1999;1999;AP712  AU117  HH781
AU118;G;2000;2002;*AP712 *AU117 *HH781
AU118;G;2003;2009;*AP742 *AU117 *HH795/ AU115  AU116 *AP742 *AU117 *HH781
AU118;G;2010;2010;*AP742 *AU117 *HH785/ AU115 *AP742 *AU117 *HH781
AU118;G;2011;;AU115 *AP742 *AU117/ AA200
AU119;G;1999;1999;AU118  AU813/ AU117  AU118
AU119;G;2000;2003;AU813 *AU118/ AU117 *AU118
AU119;G;2004;2006;*AU118 *AU813/ AU117 *AU118
AU119;G;2007;2010;*AU118 *AU816 *AU817
AU119;G;2011;;*AU118 *AU816 *AU817/ AA200
AU120;G;2003;2010;*AU119 *AU406 *AU815
AU120;G;2011;;*AU119 *AU406 *AU815/ AA200
AU121;G;2010;;*AU115 *AU501/ AU113 *AU115
AU133;G;2011;;*AP112/ AA200
AU134;G;2011;;*AU133/ AA200
AU135;G;2011;;AU501 *AU134/ AA200
AU136;G;2011;;*AU135 *AU501/*AU133 *AU135/ AA200
AU137;G;2011;;*AU501/ AA200
AU138;G;2011;;AU135  AU137/ AA200
AU139;G;2011;;*AU138 *AU816 *AU817/ AA200
AU140;G;2011;;*AU139 *AU406 *AU815/ AA200
AU143;G;2014;;*AP112/ AA200
AU144;G;2014;;*AU143/ AA200
AU145;G;2014;;AU501 *AU144/ AA200
AU146;G;2014;;*AU145 *AU501/ AU133 *AU135/ AA200
AU147;G;2014;;AU501/ AA200
AU148;G;2014;;*AU147 *AU406 *AU815/ AA200
AU149;G;2014;;*AU148 *AU816 *AU817/ AA200
AU150;G;2014;;*AU149 *AU406 *AU815/ AA200
AU203;G;2002;;AA200
AU204;G;2005;;AA200
AU205;G;2005;;AA200
AU206;G;2005;;AA200
AU207;G;2006;;AA200
AU208;G;2006;;AA200
AU209;G;2006;;AA200
AU210;G;2006;;AA200
AU211;G;2006;;AA200
AU212;G;1999;;AU221
AU223;G;1999;1999;AU221
AU223;G;2000;2011;*AU221
AU223;G;2012;;AU221
AU224;G;1999;1999;AU614  HH787
AU224;G;2000;2002;AA475 *AU614
AU224;G;2003;2004;*AU815
AU224;G;2005;;AA470 *AU815
AU225;G;2008;;AA475
AU250;G;2012;;AA200
AU251;G;2012;;AA200
AU252;G;2012;;AA200
AU253;G;2012;;AA200
AU254;G;2012;;AA200
AU255;G;2012;;AA200
AU302;G;2003;;*AU301/*AU221
AU303;G;2003;2009;*AU302/*AU212/*AP112
AU303;G;2010;2010;AU302
AU303;G;2011;;AU302/ AA200
AU312;G;1999;1999;AP111  AP211  AU221  AU311
AU312;G;2000;2004;*AP111 *AU221 *AU311
AU312;G;2005;;*AP111 *AU221 *AU311/*AU303/*AP213
AU313;G;1999;1999;AU212  AU312
AU313;G;2000;;AU312 *AU212
AU314;G;1999;1999;AU117  AU313
AU314;G;2000;;AU313 *AU117
AU401;G;2003;2006;*MA151/*AU222
AU401;G;2007;;*MA151/*MS123
AU402;G;2003;;*MA151/*AU401
AU403;G;2003;;*MA151/*AU402
AU404;G;2003;;*AU403
AU405;G;2003;;*AU404
AU406;G;2003;;*AU405
AU411;G;1999;1999;AU222
AU411;G;2000;;*AU222
AU412;G;1999;1999;AU411
AU412;G;2000;;AU222 *AU411
AU413;G;1999;;AU412
AU414;G;1999;1999;AU413
AU414;G;2000;;AU412
AU415;G;1999;1999;AU414
AU415;G;2000;;AU412
AU501;G;2003;2006;*MA151/*AU222
AU501;G;2007;;*MA151/*MS123
AU502;G;2003;2006;*MA151/*AU222
AU502;G;2007;;*MA151/*MS123
AU503;G;2003;2008;*AU116
AU503;;2009;;
AU504;G;2003;;*AU502 *AU612
AU511;G;1999;1999;AU222
AU511;G;2000;;*AU222
AU512;G;1999;1999;AU511
AU512;G;2000;;*AU511
AU513;G;1999;1999;AU512
AU513;G;2000;;AU511
AU514;G;1999;;AU511
AU601;G;2003;2010;*HH792 *HH801
AU601;;2002;2002;
AU601;;2011;;
AU611;G;1999;1999;HH779  HH785
AU611;G;2000;2000;*HH779 *HH785
AU611;G;2001;;*HH779 *HH785/*ME203
AU612;G;1999;1999;AU611
AU612;G;2000;2002;*AU611
AU612;G;2003;;*AU601
AU613;G;1999;1999;AU512  AU612  HH781
AU613;G;2000;2002;*AU512 *AU612 *HH781
AU613;G;2003;2010;*AU612 *HH794
AU613;G;2011;;*AU612/ AA200
AU614;G;1999;1999;AP712  AU613
AU614;G;2000;2002;*AP712 *AU613
AU614;G;2003;;*AU613 *AU713
AU701;G;2011;2013;AU015  AU136  AU021  AU135  AU137  AU017
AU701;G;2014;;AU145  AU146  AU147/ AA200
AU713;G;1999;1999;AP712  AU614
AU713;G;2000;2002;*AP712 *AU614
AU713;G;2003;2010;*AP742
AU713;G;2011;;*AP742/ AA200
AU811;G;1999;1999;AU412
AU811;G;2000;2002;*AU412
AU811;G;2003;;*AU403
AU812;G;1999;1999;AU811
AU812;G;2000;;*AU811
AU813;G;1999;2002;AU514
AU813;G;2003;2009;*AU502 *AU503
AU813;G;2010;;*AU502
AU814;G;1999;1999;AP114  AU812  HH782
AU814;G;2000;2002;*AU812 *HH782/ AU811  HH782 *AU302
AU814;G;2003;2010;*AU812/*HH795
AU814;G;2011;;*AU812
AU815;G;1999;1999;AU813
AU815;G;2000;;AA450
AU816;G;2007;;AU502
AU817;G;2007;2009;AU501 *AU503
AU817;G;2010;;AU501
AU900;G;2003;2004;*AU501
AU900;G;2005;;*AU501/*EC321 *EC322
AU900;;1963;2002;
AU901;G;2003;2006;AU223  AU303/ AU223  AU601
AU901;G;2007;;AU223 *AU601
AU902;G;2003;2006;AU223 *AU212  AU303/ AU223  AU601/ EC529
AU902;G;2007;;AU223  CV321
AU903;G;2005;2005;AA200  AU113 *HH793/*HH780
AU903;G;2006;2010;AA200  AU113 *HH793
AU903;G;2011;;AA200  AU113
AU904;G;2005;;AA200  AU302/ AU313/ EC304
AU905;G;2005;;AU614  AU713
AU906;G;2005;;AU614  AU713
AU907;G;2007;2011;AA430
AU907;G;2012;;HH804/ AA200
AU908;G;2008;;AU302/ EC304/ CV201
AU909;G;2008;;EC204/ CV201/ AU302
AU910;G;2010;;AU303
AU911;G;2010;;AU113/ AU405  CV402/ AU816  CV714/ CV702
AU915;G;2012;;HH804/ AA200
BA101;;1973;;
BA110;;1985;;
BA111;;1973;;
BA133;;1981;;
BA210;G;1985;;BA110
BA231;G;1973;1979;BA101  BA111
BA231;G;1982;;BA101  BA111
BA231;;1980;1981;
BA241;G;1973;1979;BA101  BA111
BA241;G;1982;;BA101  BA111
BA241;;1980;1981;
BA251;G;1976;;BA121
BA252;;1981;;
BA280;;1989;;
BA452;;1987;;
BA500;G;2000;2012;AA200/ AA430
BA500;G;2013;;AA430
BA580;G;1989;;BA280
BA581;G;2013;;BA281/ BA480/ BA133/ BS215
BA582;G;2013;;AA200  BA281/ AA200  BA480
BA583;G;2013;;AA200  BA281/ AA200  BA480
BA600;G;2000;2012;AA200/ AA430
BA600;G;2013;;AA430
BA692;G;2013;;AA200
BA700;G;1998;2012;AA200
BA700;G;2013;;AA200  AA470
BA701;G;2000;;AA200
BA715;G;1976;1979;BA452/ AA200
BA715;G;1980;1986;AA200  BA252
BA715;G;1987;;AA200  BA452
BA797;G;1989;1990;AA200  AA465  BA280
BA797;G;1991;1992;AA200
BA797;G;1993;;AA200  BA280
BA800;G;1998;2012;AA200
BA800;G;2013;;AA200  AA470
BA801;G;2000;;AA200
BA825;G;1974;1975;AA200  BA452
BA825;G;1976;1980;BA715/ AA200
BA825;G;1981;1981;AA200  BA715
BA825;G;1982;1982;BA715/ AA200
BA825;G;1983;1983;AA200  BA715
BA825;G;1984;1985;BA715/ AA200
BA825;G;1986;1986;AA200  BA715
BA825;G;1987;;AA200  BA452
BA897;G;1989;1990;AA200  AA465  BA280
BA897;G;1991;1992;AA200
BA897;G;1993;;AA200  BA280
BB103;;1986;;
BB104;;1986;;
BB110;;1985;;
BB123;;1981;;
BB131;;1981;;
BB202;G;1978;1979;QG105
BB202;G;1980;1982;Q 105
BB202;G;1983;1992;QG105
BB202;G;1993;;QG107
BB215;G;1998;;BB115  IN151
BB280;G;1990;1990;QG107
BB280;;1989;1989;
BB280;;1991;;
BB315;G;2004;;*QO321
BB315;;2000;2003;
BB415;G;2004;2004;QO752
BB415;G;2005;;BB315
BB500;G;2000;2012;AA200/ AA430
BB500;G;2013;;AA430
BB523;G;2004;2004;BB123
BB523;;2005;;
BB580;G;1989;;BB280
BB581;G;1992;;BB280
BB583;G;2001;;AA200
BB585;G;2013;;AA200
BB586;G;2013;;AA200
BB591;G;2004;;AA200
BB600;G;2000;2012;AA200/ AA430
BB600;G;2013;;AA430
BB680;G;1989;;BB280
BB700;G;1998;2012;AA200
BB700;G;2013;;AA200  AA470
BB701;G;2000;;AA200
BB710;G;2007;;AA200/ AA450
BB714;G;1974;1976;AA200/ BB202
BB714;G;1977;;AA200/ BB102
BB735;G;1974;1975;AA200/ BB202
BB735;G;1976;;AA200/ BB102
BB736;G;1980;;AA200  BB202
BB745;G;1974;1975;AA200/ BB202
BB745;G;1976;;AA200/ BF672
BB797;G;1989;1990;AA465  BB680
BB797;G;1991;;AA200
BB798;G;1989;1990;AA465  BB580
BB798;G;1991;;AA200
BB798;;1988;1988;
BB800;G;1998;2012;AA200
BB800;G;2013;;AA200  AA470
BB801;G;2000;;AA200
BB813;G;1973;;Q 752  Q 431
BB816;G;1976;1982;Q 415  Q 416  Q 431  Q 752
BB816;G;1983;1984;QA311  QA312  QF531  QO551
BB816;G;1985;1992;QA311  QA312 *QF531  QO551
BB816;G;1993;;QO551
BB823;G;1973;;Q 415  Q 416
BB824;G;1974;1975;BG522
BB824;G;1976;;BG522/ AA200
BB846;G;1980;1986;AA200  BB736
BB846;G;1987;;BB202/ AA200
BB855;G;1974;;AA200/ BB735
BB897;G;1989;1990;AA465  BB797
BB897;G;1991;;AA200
BB898;G;1989;1990;AA465  BB798
BB898;G;1991;;AA200
BC081;G;1993;2009;AA200
BC081;G;2010;2013;AA200  BC180/ BC181
BC081;G;2014;;AA200  BC182  BC282/ AA200  BC183  BC283
BC102;;1981;;
BC180;;1989;;
BC181;;1993;;
BC282;G;2013;;BC182/ BC183
BC283;G;2013;;BC183/ BC182
BC500;G;2000;2012;AA200/ AA430
BC500;G;2013;;AA430
BC590;G;1991;2000;AA200  BC180
BC590;G;2001;;AA200
BC600;G;2000;2012;AA200/ AA430
BC600;G;2013;;AA430
BC680;G;1989;2013;BC180
BC680;G;2014;;AA200  BC182/ AA200  BC183
BC690;G;1991;2000;AA200  BC180
BC690;G;2001;;AA200
BC691;G;1991;;AA200  BC180
BC692;G;1991;2010;AA200  BC180
BC692;G;2011;2013;BC180/ BC181
BC692;G;2014;;AA200  BC182  BC282/ AA200  BC183  BC283
BC693;G;2001;;AA450
BC694;G;2004;2009;AA200
BC694;G;2010;2012;AA200  BC180/ BC181
BC694;G;2013;2013;AA200/ BC180/ BC181/ BC182  BC282/ BC183  BC283
BC694;G;2014;;AA200/ BC182  BC282/ BC183  BC283
BC695;G;2008;2013;BC180/ AA425  BC181
BC695;G;2014;;BC182  BC282/ BC183  BC283
BC696;G;2013;;AA200
BC698;G;2013;2013;BC180/ BC181/ BC182  BC282/ BC183  BC283
BC698;G;2014;;AA200/ BC182  BC282/ BC183  BC283
BC700;G;1998;2012;AA200
BC700;G;2013;;AA200  AA470
BC701;G;2000;;AA200
BC714;G;1974;1976;AA200/ BC102
BC714;G;1977;;AA200/ BH231
BC715;G;1986;;AA200  BC102
BC716;G;1986;;AA200  BC102
BC717;G;1986;;AA200  BB202  BC102  BG412
BC724;G;1980;;AA200  BC102
BC725;G;1974;1976;AA200  BH231/ BC102
BC725;G;1977;;AA200  BH231
BC791;G;2004;;AA200
BC797;G;1996;;AA200
BC798;G;1989;1990;AA200  AA465  BC180
BC798;G;1991;;AA200
BC799;G;1996;;AA200
BC800;G;1998;2012;AA200
BC800;G;2013;;AA200  AA470
BC801;G;2000;;AA200
BC815;G;1986;1986;AA200  BC715
BC815;G;1987;;AA200  BC102
BC816;G;1986;1986;AA200  BC716
BC816;G;1987;;AA200  BC102
BC817;G;1986;1986;BC717
BC817;G;1987;;AA200  BB202  BC102  BG412
BC844;G;1980;1984;AA200  BC724
BC844;G;1985;1985;AA200
BC844;G;1986;1986;AA200  BC724
BC844;G;1987;;AA200  BC102
BC897;G;1996;;AA200
BC898;G;1989;1990;AA200  AA465  BC180
BC898;G;1991;;AA200
BC899;G;1996;;AA200
BD001;G;2013;;AA200
BD002;G;2013;;AA200
BD003;G;2013;;AA200
BD004;G;2013;;AA200
BD005;G;2013;;AA200
BD006;G;2013;;AA200
BD007;G;2013;;AA200
BD008;G;2013;;AA200
BD009;G;2013;;AA200
BD010;G;2013;;AA200
BD011;G;2013;;AA200
BD012;G;2013;;AA200
BD013;G;2013;;AA200
BD014;G;2013;;AA200
BD015;G;2013;;AA200
BD016;G;2013;;AA200
BD017;G;2013;;AA200
BD018;G;2013;;AA200
BD019;G;2013;;AA200
BD020;G;2013;;AA200
BD021;G;2013;;AA200
BD022;G;2013;;AA200
BD023;G;2013;;AA200
BD024;G;2013;;AA200
BD025;G;2013;;AA200
BD026;G;2013;;AA200
BD090;G;1998;;AA200
BD190;G;2012;;AA200
BD190;;1989;2011;
BD201;G;1998;;BD101
BD290;G;2012;;AA200
BD290;;1989;2011;
BD390;G;2008;;AA200
BD390;;2006;2007;
BD490;G;2008;;AA200
BD490;;2006;2007;
BD491;G;2013;;AA200
BD492;G;2013;;AA200
BD493;G;2013;;AA200
BD494;G;2013;;AA200
BD495;G;2013;;AA200
BD500;G;2011;2012;AA200/ AA430
BD500;G;2013;;AA430
BD580;G;2003;;F 429
BD581;G;2013;;AA200
BD582;G;2013;;AA200
BD583;G;2013;;AA200
BD584;G;2013;;AA200
BD585;G;2013;;AA200
BD600;G;2011;2012;AA200/ AA430
BD600;G;2013;;AA430
BD621;;2013;;
BD680;G;2003;;BD580
BD681;G;2008;2012;AA200
BD681;G;2013;;BD580/ BS580
BD691;G;2013;;AA200
BD692;G;2013;;AA200
BD693;G;2013;;AA200
BD694;G;2013;;AA200
BD695;G;2013;;AA200
BD696;G;2013;;AA200
BD700;G;1987;1988;AA200
BD700;G;1989;1990;AA200  AA465
BD700;G;1991;;AA200
BD701;G;1998;;AA200
BD702;G;2000;;AA200
BD791;G;2013;;AA200
BD792;G;2013;;AA200
BD793;G;2013;;AA200
BD794;G;2013;;AA200
BD795;G;2013;;AA200
BD796;G;2013;;AA200
BD797;G;2013;;AA200
BD800;G;1988;1988;AA200
BD800;G;1989;1990;AA200  AA465
BD800;G;1991;;AA200
BD801;G;1998;;AA200
BD802;G;2000;;AA200
BD890;G;1997;;AA200
BD891;G;2001;;AA200
BD892;G;2001;;AA200
BD893;G;2001;;AA200
BD894;G;2001;;AA200
BD990;G;1998;;AA200
BE082;G;1993;;AA200
BE180;;1989;;
BE200;G;1983;;AA200
BE300;G;1983;1988;BZ332
BE300;G;1989;1998;BZ580
BE300;G;1999;2006;BZ585
BE300;G;2007;;BZ280/ BZ281  BZ380/ BZ382
BE301;G;2013;;AA200
BE310;G;1985;1988;AA200
BE310;G;1989;;AA430
BE310;;1977;1984;
BE400;G;1988;;BE300
BE480;G;2008;2012;BE180
BE480;G;2013;;BE180  BT181
BE480;;1989;2007;
BE500;G;2000;;AA200/ AA430
BE501;G;2013;;AA430
BE589;G;2008;2012;AA200/ BE881/ BE480
BE589;G;2013;;AA200  BE480/ AA200  BE881/ AA200  BE581  BE681  BE682
BE590;G;2010;;BE480/ BE881
BE591;G;1991;;AA200
BE592;G;1991;;AA200
BE593;G;1991;;AA200
BE594;G;1991;2004;AA200
BE594;G;2005;;BE480/ BE881
BE595;G;1991;;AA200
BE596;G;1991;;AA200
BE597;G;1996;;AA200
BE598;G;2001;;AA200
BE599;G;2003;2005;AA200
BE599;G;2006;2013;BE480/ BE881/ BZ584
BE599;G;2014;;BE480/ BE881
BE600;G;2000;2012;AA200/ AA430
BE600;G;2013;;AA430
BE601;G;2013;;AA430
BE602;G;1976;1979;BT432  BV542  BZ432
BE602;G;1980;1980;BT432  BZ432
BE602;G;1981;1987;BT432  BZ442
BE602;;1988;;
BE681;G;2012;;BE581
BE682;G;2012;;BE581  BE681
BE694;G;2013;;AA200
BE700;G;1998;2012;AA200
BE700;G;2013;;AA200  AA470
BE701;G;2013;;AA200  AA470
BE714;G;1980;;AA200  BE602
BE780;G;1989;1997;BE480
BE780;G;1998;;BE480/ BE881
BE781;G;2013;;BE180/ BE480/ BE581  BE681  BE682
BE782;G;2013;;BE180/ BE480/ BE581  BE681  BE682
BE794;G;2004;;AA200
BE799;G;1989;1989;AA200
BE799;G;1990;1990;AA200  AA465
BE799;G;1991;;AA200
BE800;G;1998;2012;AA200
BE800;G;2013;;AA200  AA470
BE824;G;1980;;AA200  BE714
BE881;;1993;;
BE899;G;1989;1990;AA200  AA465
BE899;G;1991;;AA200
BF013;G;1974;;AA200
BF023;G;1974;;AA200
BF030;G;1976;;AA200
BF043;G;1974;1975;BF013  BF023/ AA200
BF043;G;1976;;BF013  BF023/ AA200  BF013
BF050;G;1976;;AA200
BF060;G;1977;;BF030  BF050
BF063;G;1976;;BF030  BF050
BF070;G;1977;;AA200
BF080;G;1977;;AA200
BF081;G;1993;;BF980
BF110;G;1985;;BA110  BB110
BF210;G;1985;1986;BF110
BF210;;1987;;
BF223;G;1999;;AD116
BF283;G;1978;;BA133  BB123
BF284;G;1996;;BA133  BB123
BF310;G;1990;1992;BA110  BA210  BB110  MH200
BF310;G;1993;1996;BA210  BB110  MH200
BF310;G;1997;2005;BA210  BB110  MH220/ BA210  BB110  MH200
BF310;G;2006;;BA210  BB110
BF311;G;1973;1975;BA121  BA251
BF311;G;1976;;BA251
BF312;G;2011;;BA210  BB110
BF315;G;1998;;BA111
BF331;G;1980;;BA111
BF341;G;1974;;BF311  BA111  BH311
BF410;G;1990;;*BF310
BF412;G;2011;;BF310/ BF312
BF415;G;1998;;BA231
BF421;G;1973;1975;BA241
BF421;G;1976;;BF301
BF431;G;1973;1973;BF301  BF311  BA111  BH311
BF431;G;1974;1974;BF311  BA111  BH311
BF431;G;1975;1975;BF311  BH311  AA200
BF431;G;1976;1976;BF311/ AA200
BF431;G;1977;;BF311
BF441;G;1980;;BA231
BF480;G;1989;1990;BB280  BH380
BF480;G;1991;;BB280  BH280  BH381
BF481;G;2013;;BF381/ BF483
BF500;G;2000;2012;AA200/ AA430
BF500;G;2013;;AA430
BF501;G;2013;;AA430
BF512;G;1980;1980;BA252  BH302  BZ212
BF512;G;1981;1981;BA252  BH302
BF512;G;1982;1986;BA252
BF512;G;1987;;BA452
BF542;G;1973;;BB102
BF552;G;1973;1976;BA252  BH302  BZ212
BF552;G;1977;;BA452  BH231  BZ432
BF583;G;2013;;BF381/ BF483
BF586;G;2013;;BF481/ BF583
BF587;G;2013;;BF481/ BF583
BF594;G;2013;;AA200
BF600;G;2000;2012;AA200/ AA430
BF600;G;2013;;AA430
BF601;G;2013;;AA430
BF622;G;1980;1980;BA252  BH302  BZ212
BF622;G;1981;1981;BA252  BH302
BF622;G;1982;1986;BA252
BF622;G;1987;;BA452
BF662;G;1973;;BF542
BF672;G;1973;;BF552
BF680;G;1989;;BF480  BZ480
BF681;G;1989;;BA280  BF480
BF694;G;2013;;AA200
BF700;G;1998;2012;AA200
BF700;G;2013;;AA200  AA470
BF701;G;2000;;AA200
BF715;G;1974;1974;AA200  BF480
BF715;G;1975;1977;BF622/ AA200
BF715;G;1978;;BF421/ AA200
BF735;G;1974;1979;AA200/ BF672
BF735;G;1980;;AA200  BF512  BF622
BF755;G;1980;;AA200  BF512  BF622
BF780;G;1989;1990;BF480  BZ480
BF780;G;1991;;BF680
BF781;G;1989;1990;BA280  BF480
BF781;G;1991;;BF681
BF797;G;1989;1990;AA465  BF480  BF681
BF797;G;1991;;AA200
BF798;G;1989;1990;AA465  BF480  BF681
BF798;G;1991;;AA200
BF799;G;1989;1990;AA465  BF480  BF681
BF799;G;1991;;AA200
BF800;G;1998;2012;AA200
BF800;G;2013;;AA200  AA470
BF801;G;2000;;AA200
BF825;G;1974;1979;AA200/ BF715
BF825;G;1980;;AA200  BF755
BF845;G;1974;1974;AA200/ BF735
BF845;G;1975;1976;BF735
BF845;G;1977;;AA200  BF735
BF865;G;1980;;AA200  BF755
BF880;G;1993;2006;BB280  BH280  BH381
BF880;G;2007;;BB280  BH482
BF897;G;1989;1990;AA465  BF480  BF681
BF897;G;1991;;AA200
BF898;G;1989;1990;AA465  BF480  BF681
BF898;G;1991;;AA200
BF899;G;1989;1990;AA465  BF480  BF680
BF899;G;1991;;AA200
BF980;G;1993;;BA280  BF880
BF982;G;1998;;BF880
BG081;G;1993;;AA200
BG280;;1989;;
BG282;G;2013;;BG180/ BG181
BG302;;1981;;
BG380;G;1989;1990;BG280
BG380;G;1991;2012;BG280 *BB280
BG380;G;2013;;BG282/ BG481
BG412;G;1973;;BG302
BG480;G;1989;;BG380
BG481;G;2013;;BG180/ BG181
BG500;G;2000;2012;AA200/ AA430
BG500;G;2013;;AA430
BG501;G;2013;;AA430
BG515;G;2004;2007;*BB315 *BS115
BG515;;1999;2003;
BG515;;2008;;
BG520;G;2013;;BG282/ BG481
BG522;G;1973;;BG412
BG580;G;1989;2012;BG480
BG580;G;2013;;BG480/ BG680
BG581;G;1989;;BG480
BG582;G;2013;;AA200  BG480
BG585;G;2010;;AA200  BB280  BG380
BG590;G;2003;;AA200
BG594;G;2013;;AA200
BG600;G;2000;2012;AA200/ AA430
BG600;G;2013;;AA430
BG601;G;2013;;AA430
BG680;G;2013;;BG380/ BG520
BG691;G;2004;;AA200
BG700;G;1998;2012;AA200
BG700;G;2013;;AA200  AA470
BG701;G;1987;;BG522
BG702;G;1987;;BG522
BG703;G;1987;;BG522
BG704;G;1987;;BG522
BG705;G;1987;;BG522
BG706;G;1987;;BG522
BG707;G;1987;;BG522
BG708;G;1987;;BG522
BG709;G;1987;;BG522
BG710;G;2000;;AA200
BG712;G;2013;;AA200  AA470
BG714;G;1974;;AA200  BG522  BZ432
BG724;G;1976;;AA200/ BG522
BG734;G;1974;;AA200  BG522
BG744;G;1976;;AA200/ BG522
BG754;G;1974;;AA200  BB102  BG522
BG764;G;1976;;AA200/ BG522
BG784;G;1976;;AA200/ BG522
BG790;;1992;;
BG798;G;1989;1990;AA200  AA465  BG480
BG798;G;1991;;AA200
BG799;G;1989;1990;AA200  AA465  BG480
BG799;G;1991;;AA200
BG800;G;1998;2012;AA200
BG800;G;2013;;AA200  AA470
BG801;G;1987;;BG522
BG802;G;1987;;BG522
BG805;G;1987;;BG522
BG806;G;1987;;BG522
BG807;G;1987;;BG522
BG808;G;1987;;BG522
BG810;G;2000;;AA200
BG812;G;2013;;AA200  AA470
BG824;G;1974;;AA200  BG714
BG834;G;1976;;AA200/ BG522
BG844;G;1974;1979;AA200
BG844;G;1980;;AA200  BG734
BG854;G;1976;;AA200/ BG744
BG864;G;1974;;AA200  BG754
BG874;G;1976;;AA200
BG880;G;1989;2000;BG581
BG880;G;2001;2005;BG581/ BG480
BG880;G;2006;;BG380
BG884;G;1976;;AA200
BG890;;1992;;
BG898;G;1989;1990;AA200  AA465  BG480
BG898;G;1991;;AA200
BG899;G;1989;1990;AA200  AA465  BG480
BG899;G;1991;;AA200
BH110;G;1985;;BA110  BB110
BH123;;1981;;
BH222;G;1980;;BH302
BH231;G;1973;1975;*BB103
BH231;G;1976;1976;BB131
BH231;G;1977;1979;BB102/ BB131
BH231;G;1980;1985;BB131
BH231;G;1986;1987;BB103  BB104
BH231;G;1988;1988;*BB103
BH231;G;1989;1989;BB103  BB104
BH231;G;1990;1997;*BB103
BH231;;1998;;
BH280;G;1991;1992;BC180
BH280;G;1993;2013;BC180/ BC181
BH280;G;2014;;BC182/ BC183
BH282;G;2007;2012;BC180/ BC181
BH282;G;2013;2013;BC181/ BC182
BH282;G;2014;;BC182/ BC183
BH302;G;1980;;BC102
BH311;G;1973;1993;BH231
BH311;G;1994;;*BH231
BH380;G;1989;;BC180
BH381;G;1991;1993;BH280
BH381;G;1994;;*BH280
BH382;G;2007;;*BH280/*BH282
BH420;G;2013;;BH282/ BH482
BH422;G;1980;;BH302
BH480;G;1989;1990;BH380
BH480;G;1991;2006;BH280
BH480;G;2007;;BH282/ BH482
BH482;G;2007;2012;BC180/ BC181
BH482;G;2013;2013;BC282/ BC283
BH482;G;2014;;BC182/ BC183
BH484;G;2008;;BH282/ BH482
BH500;G;2000;2012;AA200/ AA430
BH500;G;2013;;AA430
BH501;G;2007;2012;AA200/ AA430
BH501;G;2013;;AA430
BH502;G;2013;;AA430
BH511;G;2013;;AA430
BH515;G;2004;;*BS215 *BT315
BH520;G;2013;;BG380  BH420/ BG520  BH620
BH580;G;1989;1990;BH380
BH580;G;1991;2005;BH280  BH381
BH580;G;2006;;AA200  BH280  BH381
BH582;G;2007;;*BH280/*BH482
BH584;G;2008;2012;BH480/ BH484
BH584;G;2013;;BH520/ BH780
BH586;G;2013;;AA200  AA430
